"Issuance Date","Vintage Start","Vintage End","ID","Name","Country","Project Type","Methodology","Total Vintage Quantity","Credits Quantity Issued","Serial Number","Additional Certifications","Retirement/Cancellation Date","Retirement Beneficiary","Retirement Reason","Retirement Details"
"12/07/2021","01/09/2011","31/12/2011","132","9 MW Neria Hyrdroelectric project, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","8,482","4,999","10762-246973166-246978164-VCS-VCU-259-VER-IN-1-132-01092011-31122011-0","","17/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x4097fb7f972a371a985706d4a28b6dd14f508bd72bdb37377c1c0c792389fb99-135"
"12/07/2021","01/09/2011","31/12/2011","132","9 MW Neria Hyrdroelectric project, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","8,482","3,483","10762-246978165-246981647-VCS-VCU-259-VER-IN-1-132-01092011-31122011-0","","19/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0x45f750f7febc753020378a1768eed933b7917b3eb4662bc083a94146b35632ab-308"
"12/07/2021","01/01/2012","31/12/2012","132","9 MW Neria Hyrdroelectric project, Karnataka, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","16,326","16,326","10763-246981648-246997973-VCS-VCU-259-VER-IN-1-132-01012012-31122012-0","","18/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0xea1911ec4a89faf127c48a4f4044391f255e716d3dda7ec75c524978d736d1be-217"
"12/07/2021","01/01/2012","31/12/2012","1160","6.5 MW cogeneration project in Akbarpur, Punjab","India","Energy industries (renewable/non-renewable sources)","Thermal energy production with or without electricity","32,217","22,396","10773-247126932-247149327-VCS-VCU-290-VER-IN-1-1160-01012012-31122012-0","","27/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x13993bd1456d859cbeebcc526a50cb364d0d56b8464dd601395c95dbe73d7ef0-88"
"12/07/2021","01/01/2014","31/12/2014","1160","6.5 MW cogeneration project in Akbarpur, Punjab","India","Energy industries (renewable/non-renewable sources)","Thermal energy production with or without electricity","35,126","9,244","10775-247187812-247197055-VCS-VCU-290-VER-IN-1-1160-01012014-31122014-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0x993db0af9d23d83a601796c6607e09ee5d0a2d48a224844218343836fdc57bc8-373"
"12/07/2021","01/01/2014","31/12/2014","1160","6.5 MW cogeneration project in Akbarpur, Punjab","India","Energy industries (renewable/non-renewable sources)","Thermal energy production with or without electricity","35,126","5,640","10775-247197312-247202951-VCS-VCU-290-VER-IN-1-1160-01012014-31122014-0","","21/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xf42aa94c680f70cedc897d965697c10e96d71731b5e72dec79308f76114e2198-399"
"12/07/2021","01/01/2016","31/12/2016","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","20,190","15,873","10768-247029090-247044962-VCS-VCU-291-VER-VN-1-836-01012016-31122016-0","","22/10/2021","0xEE66Bfe308c0DeCe0F25c46B254df50cea743674","Other","TOUCAN-1.0-137-0x1740f4763207567cb1ead2cb77e191c324485f38537cf19b8e16dfb3817d8160-409"
"12/07/2021","01/01/2016","31/12/2016","836","Song Ong Hydropower Project","Viet Nam","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","20,190","4,317","10768-247044963-247049279-VCS-VCU-291-VER-VN-1-836-01012016-31122016-0","","22/10/2021","0xEE66Bfe308c0DeCe0F25c46B254df50cea743674","Other","TOUCAN-1.0-137-0xa6e0ef3a65ee3201daa097bee6c5a476d27dc3e694bc39169a2472aff242a330-410"
"08/07/2021","01/01/2011","31/12/2011","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","4,977","574","10736-245819348-245819921-VCS-VCU-337-VER-IN-1-499-01012011-31122011-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x93851e0d50a92a2f5f1162eb4067e66bb8852474d180ce3c53ce19d397bcf187-440"
"08/07/2021","29/05/2012","06/12/2012","1166","Nanba Associated Gas Processing Plant and the Auxiliary Engineering","China","Fugitive emissions from fuels (solid, oil and gas)","Recovery and utilization of gas from oil fields that would otherwise be flared or vented","224,553","13,890","10725-244716952-244730841-VCS-VCU-500-VER-CN-10-1166-29052012-06122012-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x7b152fcf437f327317a528dd428bd70c9efcbba6d2927d9cc39dc0590a58b5fe-18"
"08/07/2021","29/05/2012","06/12/2012","1166","Nanba Associated Gas Processing Plant and the Auxiliary Engineering","China","Fugitive emissions from fuels (solid, oil and gas)","Recovery and utilization of gas from oil fields that would otherwise be flared or vented","224,553","26,194","10725-244739952-244766145-VCS-VCU-500-VER-CN-10-1166-29052012-06122012-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x7da3e4e213825c1794e0120992e0e1ff370b893750486c195b47cb87d014d7fa-105"
"08/07/2021","01/07/2009","31/12/2009","499","Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","India","Energy industries (renewable/non-renewable sources)","Grid connected renewable electricity generation","3,171","1","10737-245819922-245819922-VCS-VCU-337-VER-IN-1-499-01072009-31122009-0","","18/10/2021","0x25bdFF8dB8d80971935A7f38A0CF31DeC62f7696","Other","TOUCAN-1.0-137-0xaefb16a0855e54c3afc4622837a00d4270eea3fb95137497706d93f2485c008e-141"
"08/07/2021","01/01/2019","31/12/2019","1762","Bundled Solar Power Project by Solararise India Projects PVT. LTD.","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","203,420","1,000","10732-245378935-245379934-VCS-VCU-997-VER-IN-1-1762-01012019-31122019-0","","28/10/2021","0x408801EFca8f47e194F8dDf6969604b335461827","Other","TOUCAN-1.0-137-0x3f013078f7ce4f54120c2338fbe168f1c9c969fde8f5bdd8bd3f597f6f6ca906-515"
"08/07/2021","29/05/2012","06/12/2012","1166","Nanba Associated Gas Processing Plant and the Auxiliary Engineering","China","Fugitive emissions from fuels (solid, oil and gas)","Recovery and utilization of gas from oil fields that would otherwise be flared or vented","224,553","7,550","10725-244732402-244739951-VCS-VCU-500-VER-CN-10-1166-29052012-06122012-0","","18/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xedaac8f699ab6dffb9ac4dd38ea5be46a5bdfc648c64a453034cfbd9eeb0a722-187"
"08/07/2021","29/05/2012","06/12/2012","1166","Nanba Associated Gas Processing Plant and the Auxiliary Engineering","China","Fugitive emissions from fuels (solid, oil and gas)","Recovery and utilization of gas from oil fields that would otherwise be flared or vented","224,553","1,560","10725-244730842-244732401-VCS-VCU-500-VER-CN-10-1166-29052012-06122012-0","","17/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xd3af1eda75ef823dec58f47a2f4c659f08e9467cad2d8b148b88a31fcd2aa6e5-136"
"28/06/2021","01/01/2014","31/12/2014","12","Chuanwei Group 24 MW Waste Gas based Captive Power Plant","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","188,503","27,765","10663-237801428-237829192-VCS-VCU-259-VER-CN-1-12-01012014-31122014-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x43cfb45722cb43f4bf13f2c470e55971a663625f4018484f6c302617ab30859a-32"
"24/06/2021","05/12/2013","31/12/2013","2092","Kirazlık Hydroelectric  Power Plant Project","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,722","1,722","10656-234753286-234755007-VCS-VCU-1514-VER-TR-1-2092-05122013-31122013-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xee3a69d58b10c212fcfe176524b11fa1a9bdea15f218e17bd828175fbad8a47e-421"
"24/06/2021","01/01/2014","31/12/2014","2092","Kirazlık Hydroelectric  Power Plant Project","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","41,888","2,657","10657-234794239-234796895-VCS-VCU-1514-VER-TR-1-2092-01012014-31122014-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x7e0dc165f4bafdf0944b8ab8cf72b681db879e221266c439005d238686cd7cdc-417"
"24/06/2021","01/01/2014","31/12/2014","2092","Kirazlık Hydroelectric  Power Plant Project","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","41,888","39,231","10657-234755008-234794238-VCS-VCU-1514-VER-TR-1-2092-01012014-31122014-0","","20/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x88d6b9f22657a213ce27429a0a2d7cefbff6e60a1e8857b938e7c71385bfd2c5-351"
"24/06/2021","01/01/2015","31/12/2015","2092","Kirazlık Hydroelectric  Power Plant Project","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","63,255","63,255","10655-234690031-234753285-VCS-VCU-1514-VER-TR-1-2092-01012015-31122015-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x97fe2847b5aced59b1ca6b4391a2e647bba0342baafd4fcca4acda99512bd097-312"
"23/06/2021","01/01/2012","30/06/2012","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","160,536","3,334","10643-233762433-233765766-VCS-VCU-279-VER-BR-1-896-01012012-30062012-0","","19/10/2021","0x603CebF231aFa6b1fbaC5e0Ca704Eb365646f203","Other","TOUCAN-1.0-137-0x9d82bfdd8b99e1106702fb5e289d392a7ae835c9d476f9f52d184439fb0d4a48-349"
"23/06/2021","01/01/2012","30/06/2012","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","160,536","139,666","10643-233765767-233905432-VCS-VCU-279-VER-BR-1-896-01012012-30062012-0","","20/10/2021","0x603CebF231aFa6b1fbaC5e0Ca704Eb365646f203","Other","TOUCAN-1.0-137-0xe3879459c1a4e3bc0dbe0f714b4eaa96dd2d37e0f03e65c46b1e9760d82fd7ab-376"
"23/06/2021","01/01/2012","30/06/2012","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","160,536","7,000","10643-233905433-233912432-VCS-VCU-279-VER-BR-1-896-01012012-30062012-0","","26/10/2021","0x128319a64c1fC3a4F07Ac59f8E7BF2c70c4894d7","Other","TOUCAN-1.0-137-0x2313bf9d6021cd9093b26960ec986a1b13f1536f9bd0911bffd5e6293a8b9d5f-474"
"23/06/2021","01/01/2012","30/06/2012","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","160,536","10,000","10643-233751897-233761896-VCS-VCU-279-VER-BR-1-896-01012012-30062012-0","","18/10/2021","0x075404aC9Ac4A9f2C8CCDD15FeEFCea36c82D6A1","Other","TOUCAN-1.0-137-0x2e41d9b754c0b286cbf30ea07df76f023ed4b2a063e192e1e912129a74a88f88-175"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","33","10644-234102433-234102465-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","18/10/2021","0x128319a64c1fC3a4F07Ac59f8E7BF2c70c4894d7","Other","TOUCAN-1.0-137-0x0370eb46b50dd3b64b0f7bb1625f05a95584d47a6f815211e4bab0996f3d11ed-172"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","34,910","10644-234137409-234172318-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","18/10/2021","0x128319a64c1fC3a4F07Ac59f8E7BF2c70c4894d7","Other","TOUCAN-1.0-137-0x68be0921dd581f199d1a966ae3e13e6494ee6bcef2c1d551e9c950e084860477-198"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","12,000","10644-234172319-234184318-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","18/10/2021","0x6a6cac6ca1d74550e352f37e89a844054ed45622","Other","TOUCAN-1.0-137-0xccf60dbed2676a6d5a2da1af0341528f046c5996a4f85d21aab675306c9927af-240"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","7,100","10644-234095333-234102432-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x02e19b391ee78116d009db9d01b7c0dee79ed246ccaa940c166ee025d0c2c2e0-290"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","34,943","10644-234102466-234137408-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","18/10/2021","0x128319a64c1fC3a4F07Ac59f8E7BF2c70c4894d7","Other","TOUCAN-1.0-137-0x5ce5b1f0f3a088015264c7f24c1b9dbe18b9ab58359f3ab17d98c5ba76f602fd-188"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","35,000","10644-234012433-234047432-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","19/10/2021","0x327924cb8fb1daf959bbb8441f9b522e716f7794","Other","TOUCAN-1.0-137-0x7bb3ae330ccda98af0f674369450d80cafea90a2cab15da1adf5c5b086a642c9-232"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","22,900","10644-234072433-234095332-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","18/10/2021","0xc450febeca0a1a4f802c74b5a15cfc90b799eaf5","Other","TOUCAN-1.0-137-0x6fe091364f1fd9513c62b9717f23647404f598fbc2ceaf90defb02de895e0da1-259"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","20,000","10644-234052433-234072432-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","19/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0x7756b64b853d9df9fabd3a340b77f11e1ac81f391f346d01e2bf36ee46b7ef32-327"
"23/06/2021","01/01/2011","31/12/2011","896","Foz do Chapecó Project","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","980,488","8,602","10644-234184319-234192920-VCS-VCU-279-VER-BR-1-896-01012011-31122011-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xab094d8e1b5a8cfe9d3e3e9f83189036d5c00de6c819621838a4c6725936769b-293"
"21/06/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","30,000","10594-231064496-231094495-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x3ea63f19063485d2797b3b45c988f95ad3555092b03081cf21dd6f39d966d805-75"
"21/06/2021","01/01/2016","02/06/2016","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","331,330","41,725","10592-230482771-230524495-VCS-VCU-259-VER-IN-1-173-01012016-02062016-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x5fa0ff2330e3cc16cf25b248df0e9086938476313acc8ad544004d83377c0669-98"
"21/06/2021","01/01/2015","31/12/2015","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","927,106","40,000","10594-230794496-230834495-VCS-VCU-259-VER-IN-1-173-01012015-31122015-0","","21/10/2021","0x5e740Fce5e48237Db5Fc2646E25C20E96d72A197","Other","TOUCAN-1.0-137-0x955e8862b43b30fe4cac0273e791bc74d74a210b92abc526fa09b116b6d790e3-392"
"21/06/2021","01/01/2015","31/12/2015","535","78 MW AKOCAK Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","93,383","5,000","10579-230003807-230008806-VCS-VCU-279-VER-TR-1-535-01012015-31122015-0","","19/10/2021","0xE1D3baA26D94F53897eFBeb550D95cc2AB72D5F7","Other","TOUCAN-1.0-137-0x0646fe7c0679e2b9c5b9bd5984ca943cb06e35c346459f1350cf8bdd41f63ea6-322"
"21/06/2021","01/01/2015","31/12/2015","535","78 MW AKOCAK Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","93,383","18,164","10579-230008807-230026970-VCS-VCU-279-VER-TR-1-535-01012015-31122015-0","","22/10/2021","0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F","Other","TOUCAN-1.0-137-0x9ec6a22641b5337ab5b48856487d42a245517a3827679bc3dc98dcb27e2ac949-434"
"10/06/2021","01/01/2014","31/12/2014","173","Vishnuprayag Hydro-electric Project (VHEP) by Jaiprakash Power Ventures Ltd.(JPVL)","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","1,222,754","1,408","10544-227872256-227873663-VCS-VCU-259-VER-IN-1-173-01012014-31122014-0","","27/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x96cd87adcfb7ba42a1f3cdf0d7d725e35d8ce8ba5d62cbf794ba97a1195a9b2a-91"
